,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,pbr_rank,회사명,magic,magic_rank,final_rank
564,한국맥널티,500,646,10301,2.62,129588,58.6,-3.84,428,529,225,21,28.97,182.76,428,529,225,21.0,28.97,182.76,943.0,한국맥널티,0.3776444912906401,417.0,1360.0
565,디딤,100,481,37002,18.02,34629,-11.93,4.24,1253,1170,843,35,29.12,-21.44,1253,1170,843,35.0,29.12,-21.44,944.0,디딤,1.8659795612228722,9.0,953.0
566,라이브플렉스,500,956,83088,5.23,14925136,-6.65,-21.76,437,4640,3899,-26,29.45,-116.09,437,4640,3899,-26.0,29.45,-116.09,946.0,라이브플렉스,0.11071869745117681,1151.0,2097.0
567,한스바이오메드,500,2020,9902,13.33,102353,26.77,14.2,670,1341,500,126,29.46,20.44,670,1341,500,126.0,29.46,20.44,948.0,한스바이오메드,0.4775623850941413,293.0,1241.0
568,인화정공,500,427,9332,0.41,53913,-6.16,-6.16,1293,2864,1536,30,29.53,248.05,1293,2864,1536,30.0,29.53,248.05,949.0,인화정공,0.10019861292801054,1165.0,2114.0
569,GST,500,1882,9318,12.18,527971,7.39,19.83,1682,1368,334,219,29.56,110.54,1682,1368,334,219.0,29.56,110.54,950.0,GST,0.642182331749832,157.0,1107.0
570,하이골드3호,5000,220,16150,0.0,42732,5.6,3.16,89,333,82,9,29.57,-77.22,89,333,82,9.0,29.57,-77.22,951.0,하이골드3호,0.08174320388569031,1216.0,2167.0
571,와이엔텍,500,2093,18200,5.76,465528,10.24,14.66,986,2429,1081,262,29.64,75.15,986,2429,1081,262.0,29.64,75.15,953.0,와이엔텍,0.21745483411030442,836.0,1789.0
572,제노포커스,500,1195,21838,0.65,199620,-20.26,-10.25,149,902,341,-29,29.72,-137.13,149,902,341,-29.0,29.72,-137.13,955.0,제노포커스,0.06589695775761957,1252.0,2207.0
573,시너지이노베이션,500,1164,65212,15.52,134887,-892.5,5.2,546,1473,546,12,29.81,-66.84,546,1473,546,12.0,29.81,-66.84,956.0,시너지이노베이션,0.20343949086474622,881.0,1837.0
574,네패스,500,6526,23059,7.27,299540,26.4,16.52,3516,5198,3306,600,29.92,175.73,3516,5198,3306,600.0,29.92,175.73,957.0,네패스,0.5926460611144819,180.0,1137.0
575,세보엠이씨,500,546,10530,4.77,24555,-5.13,-5.21,6157,2891,1407,-89,29.94,-131.98,6157,2891,1407,-89.0,29.94,-131.98,958.0,세보엠이씨,0.01105803399080561,1332.0,2290.0
576,유니켐,500,951,67672,1.54,232026,6.11,21.11,1088,1697,810,179,30.06,36.05,1088,1697,810,179.0,30.06,36.05,961.0,유니켐,0.2890008740321854,610.0,1571.0
577,하이골드12호,5000,294,13044,0.0,13019,4.01,17.18,105,364,70,54,30.12,120.47,105,364,70,54.0,30.12,120.47,962.0,하이골드12호,0.10669699150860013,1154.0,2116.0
578,에이치시티,500,693,6928,2.72,37589,10.67,12.94,474,755,257,72,30.17,66.29,474,755,257,72.0,30.17,66.29,963.0,에이치시티,0.39756900126451417,391.0,1354.0
579,유비쿼스홀딩스,500,6123,18697,3.4,126644,91.23,3.53,1125,2951,400,137,30.42,-21.43,1125,2951,400,137.0,30.42,-21.43,966.0,유비쿼스홀딩스,0.1486951107554044,1041.0,2007.0
580,갤럭시아에스엠,500,329,27550,1.61,39702,-85.36,-5.7,287,282,64,-5,30.42,93.18,287,282,64,-5.0,30.42,93.18,966.0,갤럭시아에스엠,0.08233862909904628,1215.0,2181.0
581,에이치엔티,100,1646,85739,13.48,0,-24.94,-3.48,2420,1192,598,20,30.44,-32.6,2420,1192,598,20.0,30.44,-32.6,967.0,에이치엔티,0.3182124082945558,531.0,1498.0
582,파마리서치프로덕트,500,5584,9628,4.18,87688,35.07,8.2,839,2699,415,191,30.48,119.0,839,2699,415,191.0,30.48,119.0,969.0,파마리서치프로덕트,0.2193535203113936,827.0,1796.0
583,포비스티앤씨,500,541,43259,1.09,1551235,208.33,-3.42,204,1024,452,78,30.64,310.2,204,1024,452,78.0,30.64,310.2,971.0,포비스티앤씨,0.33161930516042726,513.0,1484.0
584,우리바이오,500,463,44918,0.97,235080,12.26,5.0,16726,6100,4828,265,30.71,315.28,16726,6100,4828,265.0,30.71,315.28,974.0,우리바이오,0.7020935728141439,135.0,1109.0
585,와이엠티,500,2129,7405,0.67,115884,15.68,18.6,955,1639,735,221,30.75,50.56,955,1639,735,221.0,30.75,50.56,975.0,와이엠티,0.4048922821375599,379.0,1354.0
586,에스에너지,500,738,13364,2.46,303258,-26.67,-7.92,2169,3277,2089,14,31.04,189.63,2169,3277,2089,14.0,31.04,189.63,978.0,에스에너지,0.29458177993944334,594.0,1572.0
587,시노펙스,500,2082,72561,6.54,2314285,25.62,8.27,2171,1536,709,167,31.23,394.3,2171,1536,709,167.0,31.23,394.3,980.0,시노펙스,0.581279556570357,186.0,1166.0
588,지누스,500,11151,14407,17.01,62362,13.81,26.32,8171,7551,3809,1039,31.42,95.66,8171,7551,3809,1039.0,31.42,95.66,984.0,지누스,0.6954402926026441,139.0,1123.0
589,성도이엔지,500,572,15470,5.02,309975,-0.88,-37.95,6957,5195,3804,190,31.47,-7.57,6957,5195,3804,190.0,31.47,-7.57,985.0,성도이엔지,0.28558862396857815,618.0,1603.0
590,유티아이,500,2627,16117,5.58,195161,104.49,8.1,631,828,210,63,31.49,-21.25,631,828,210,63.0,31.49,-21.25,986.0,유티아이,0.3550659688231744,470.0,1456.0
591,디지털대성,500,1558,22644,3.73,60007,11.19,19.7,1406,1425,480,211,31.55,67.33,1406,1425,480,211.0,31.55,67.33,988.0,디지털대성,0.7156119309320065,131.0,1119.0
592,지엘팜텍,100,478,44684,2.38,335436,-6.01,-108.38,106,265,242,-31,32.63,31.62,106,265,242,-31.0,32.63,31.62,996.0,지엘팜텍,0.8587927242678336,78.0,1074.0
593,미원홀딩스,500,1138,2320,1.02,144820,6.88,11.03,1884,3152,1176,78,32.69,114.9,1884,3152,1176,78.0,32.69,114.9,997.0,미원홀딩스,0.13636724900760797,1076.0,2073.0
594,우원개발,500,1088,18074,0.57,173089,9.22,19.5,2902,2019,1188,226,32.73,1470.84,2902,2019,1188,226.0,32.73,1470.84,999.0,우원개발,0.4202792000435998,353.0,1352.0
595,엔브이에이치코리아,500,669,29592,1.29,153694,-4.93,7.06,8263,7946,6117,269,32.85,790.71,8263,7946,6117,269.0,32.85,790.71,1000.0,엔브이에이치코리아,0.5226776566468132,248.0,1248.0
596,YG PLUS,500,1073,58171,1.78,754636,-13.87,-3.48,1245,1567,449,12,33.07,-29.73,1245,1567,449,12.0,33.07,-29.73,1002.0,YG PLUS,0.2948579108180388,593.0,1595.0
597,앤씨앤,500,527,20948,1.46,231680,-8.76,-15.64,785,715,303,-116,33.51,29.66,785,715,303,-116.0,33.51,29.66,1005.0,앤씨앤,0.4818414086916874,289.0,1294.0
598,지엔씨에너지,500,759,16296,1.41,446582,17.01,8.65,1683,1424,494,91,33.55,39.0,1683,1424,494,91.0,33.55,39.0,1006.0,지엔씨에너지,0.1903537171252932,919.0,1925.0
599,클리오,500,3113,17150,6.0,80981,54.5,2.05,2504,2367,914,186,33.62,1280.62,2504,2367,914,186.0,33.62,1280.62,1007.0,클리오,0.9408840450406156,60.0,1067.0
600,KMH,500,1623,22668,2.38,433241,10.39,7.13,2580,7480,2551,449,33.97,29.6,2580,7480,2551,449.0,33.97,29.6,1008.0,KMH,0.2224891627588135,814.0,1822.0
601,마이크로컨텍솔,500,318,8313,16.52,94395,30.56,2.72,344,374,47,7,34.05,119.0,344,374,47,7.0,34.05,119.0,1009.0,마이크로컨텍솔,0.15394455814671143,1025.0,2034.0
602,엔케이물산,500,493,83578,2.4,319772,-39.33,-7.77,88,427,14,-14,34.41,-15.75,88,427,14,-14.0,34.41,-15.75,1010.0,엔케이물산,0.009414001968249814,1335.0,2345.0
603,동성화인텍,500,2577,26984,3.82,289907,16.55,19.99,2533,2631,1682,269,34.63,415.83,2533,2631,1682,269.0,34.63,415.83,1012.0,동성화인텍,0.5367321311955386,226.0,1238.0
604,위니아딤채,500,986,35967,1.4,145045,101.48,5.92,7505,4707,3514,206,34.65,1791.76,7505,4707,3514,206.0,34.65,1791.76,1013.0,위니아딤채,1.256533678187627,32.0,1045.0
605,자비스,100,350,20303,9.24,269795,-4.33,-87.25,171,291,138,-6,34.72,-10.17,171,291,138,-6.0,34.72,-10.17,1014.0,자비스,0.3100749784640549,552.0,1566.0
606,바이오스마트,500,928,20015,1.89,88391,4.45,23.82,1590,1835,775,31,35.02,-67.27,1590,1835,775,31.0,35.02,-67.27,1016.0,바이오스마트,0.5304760070849316,238.0,1254.0
607,다우데이타,500,5113,38300,4.57,766949,11.72,13.08,36056,246446,218677,5590,35.05,54.57,36056,246446,218677,5590.0,35.05,54.57,1017.0,다우데이타,0.3835942081687575,410.0,1427.0
608,지트리비앤티,500,6918,25716,4.67,511432,-43.53,-24.77,590,1395,634,-88,35.29,-179.87,590,1395,634,-88.0,35.29,-179.87,1020.0,지트리비앤티,0.0722571058559955,1240.0,2260.0
609,덴티움,500,4267,11069,18.52,29421,47.71,7.37,2526,5471,3406,447,35.57,6.42,2526,5471,3406,447.0,35.57,6.42,1021.0,덴티움,0.8113927209801456,94.0,1115.0
610,세진중공업,500,2287,38373,0.39,8367695,-313.68,1.52,2959,4086,2463,94,35.58,11.64,2959,4086,2463,94.0,35.58,11.64,1022.0,세진중공업,0.14904885600194065,1040.0,2062.0
611,필로시스헬스케어,500,631,48524,0.62,1090067,-2.0,-109.36,94,684,440,-65,35.69,-31.22,94,684,440,-65.0,35.69,-31.22,1025.0,필로시스헬스케어,0.05592794019054711,1280.0,2305.0
612,판타지오,500,665,72704,0.8,1119700,-4.62,-50.53,185,331,113,5,35.98,40.74,185,331,113,5.0,35.98,40.74,1029.0,판타지오,0.138267907629018,1071.0,2100.0
613,다원시스,500,4309,26932,4.79,203540,73.73,2.09,1751,5358,3250,83,35.99,-5.02,1751,5358,3250,83.0,35.99,-5.02,1030.0,다원시스,0.18161855769344284,948.0,1978.0
614,F&F,500,12890,15400,11.44,173710,11.75,25.13,9103,6844,2007,1507,36.21,64.82,9103,6844,2007,1507.0,36.21,64.82,1032.0,F&F,1.275447663398208,29.0,1061.0
615,화승엔터프라이즈,500,7416,60537,3.25,289564,14.83,19.87,12016,9789,6114,854,36.67,112.02,12016,9789,6114,854.0,36.67,112.02,1035.0,화승엔터프라이즈,0.5012136849081348,267.0,1302.0
616,슈프리마,500,2395,7193,8.92,247554,8.2,21.18,721,1486,122,246,36.72,101.59,721,1486,122,246.0,36.72,101.59,1036.0,슈프리마,0.34090522674879276,493.0,1529.0
617,한화시스템,5000,10472,110230,1.31,1162267,13.46,8.15,15460,24092,14408,858,36.94,91.51,15460,24092,14408,858.0,36.94,91.51,1038.0,한화시스템,0.2431468489125668,740.0,1778.0
618,에스엠코어,500,1483,20034,2.09,208900,24.03,5.96,1281,1068,283,51,37.01,2125.35,1281,1068,283,51.0,37.01,2125.35,1039.0,에스엠코어,0.14210164616806772,1062.0,2101.0
619,써니전자,500,1132,34845,1.81,705790,162.5,1.28,256,615,76,42,37.1,553.32,256,615,76,42.0,37.1,553.32,1040.0,써니전자,0.16766402669517,985.0,2025.0
620,엘앤씨바이오,500,7532,7384,3.73,68303,102.62,13.11,292,662,60,90,37.24,64.9,292,662,60,90.0,37.24,64.9,1041.0,엘앤씨바이오,0.3096738182866898,554.0,1595.0
621,로고스바이오,500,638,3595,2.95,42024,170.67,0.56,78,246,37,-4,37.33,79.27,78,246,37,-4.0,37.33,79.27,1042.0,로고스바이오,0.2199884701022231,821.0,1863.0
622,케이프,500,1059,28662,0.65,836889,27.17,4.49,3515,19497,17572,166,38.03,15.35,3515,19497,17572,166.0,38.03,15.35,1043.0,케이프,0.45274363679263346,313.0,1356.0
623,다우기술,500,9422,44867,23.47,1569248,7.31,14.62,32455,241714,215072,5075,38.28,56.62,32455,241714,215072,5075.0,38.28,56.62,1044.0,다우기술,0.3392446675126179,499.0,1543.0
624,백금T&A,500,437,16084,4.0,179195,56.56,4.52,1556,933,407,185,38.69,182.23,1556,933,407,185.0,38.69,182.23,1049.0,백금T&A,0.7840194114074728,105.0,1154.0
625,엠게임,500,832,19544,2.54,391066,9.69,21.89,376,485,86,72,38.77,100.21,376,485,86,72.0,38.77,100.21,1050.0,엠게임,0.9418369902108304,59.0,1109.0
626,엔케이맥스,500,4480,32350,7.77,442009,-25.98,-16.05,87,1822,746,-241,39.57,-66.87,87,1822,746,-241.0,39.57,-66.87,1052.0,엔케이맥스,0.0594910734819427,1272.0,2324.0
627,디오,500,4137,15524,17.88,38111,20.27,16.97,1272,2732,1295,348,39.68,330.04,1272,2732,1295,348.0,39.68,330.04,1054.0,디오,0.6659499183258087,145.0,1199.0
628,스페코,500,1287,14655,0.77,22332469,12.19,28.18,747,878,461,66,40.46,334.41,747,878,461,66.0,40.46,334.41,1058.0,스페코,0.32387356285171415,523.0,1581.0
629,SIMPAC,500,1636,65430,7.99,73820,18.8,2.17,4301,6791,2380,111,40.48,9.33,4301,6791,2380,111.0,40.48,9.33,1059.0,SIMPAC,0.1014970748443177,1161.0,2220.0
630,디케이티,500,922,8231,1.79,105368,7.3,18.32,3377,1145,562,129,40.62,48.45,3377,1145,562,129.0,40.62,48.45,1060.0,디케이티,0.3351722212963008,505.0,1565.0
631,지티지웰니스,500,609,12316,3.47,186471,-7.41,-30.05,303,404,259,-46,40.76,-48.95,303,404,259,-46.0,40.76,-48.95,1061.0,지티지웰니스,0.9774512541241936,54.0,1115.0
632,엘비세미콘,500,3582,43785,1.78,2083994,11.92,24.47,3904,4786,2893,504,41.64,83.74,3904,4786,2893,504.0,41.64,83.74,1067.0,엘비세미콘,0.39442327457702836,398.0,1465.0
633,한미글로벌,500,797,10958,5.41,14997,11.73,20.64,2947,2036,795,244,41.85,121.97,2947,2036,795,244.0,41.85,121.97,1068.0,한미글로벌,0.6987788325080916,138.0,1206.0
634,레이,500,3080,6653,10.6,105712,24.27,27.58,731,767,191,129,41.87,112.66,731,767,191,129.0,41.87,112.66,1069.0,레이,0.6008909106213552,176.0,1245.0
635,사조대림,5000,1320,9164,1.28,33048,1.47,30.57,13297,10709,6470,496,41.89,36.71,13297,10709,6470,496.0,41.89,36.71,1070.0,사조대림,0.4514123785092333,317.0,1387.0
636,미래생명자원,100,585,18671,2.09,238773,54.05,3.55,501,385,89,15,42.27,-26.06,501,385,89,15.0,42.27,-26.06,1071.0,미래생명자원,0.21349172153047455,847.0,1918.0
637,탑엔지니어링,500,1307,15976,10.42,127052,8.5,18.76,13059,5961,2226,706,42.32,108.26,13059,5961,2226,706.0,42.32,108.26,1072.0,탑엔지니어링,0.4326223139843528,341.0,1413.0
638,헬릭스미스,500,17077,26766,12.33,220419,-14.11,-64.98,45,3714,1724,-417,42.45,-108.77,45,3714,1724,-417.0,42.45,-108.77,1074.0,헬릭스미스,0.00012028267119295622,1346.0,2420.0
639,하이즈항공,500,656,17696,0.49,42017,27.65,4.89,737,1373,596,38,42.53,213.7,737,1373,596,38.0,42.53,213.7,1075.0,하이즈항공,0.1357853581904621,1079.0,2154.0
640,드림어스컴퍼니,500,2778,56860,3.8,93266,-6.99,-34.56,1970,1716,537,-267,42.88,-757.71,1970,1716,537,-267.0,42.88,-757.71,1077.0,드림어스컴퍼니,0.25999661294804766,689.0,1766.0
641,엠에스오토텍,500,1906,34285,1.12,541395,26.35,13.84,12744,10081,7958,667,42.88,143.6,12744,10081,7958,667.0,42.88,143.6,1077.0,엠에스오토텍,0.661123721162614,146.0,1223.0
642,피앤이솔루션,500,2641,14753,4.21,1464350,12.89,21.81,1472,1775,975,178,43.22,51.19,1472,1775,975,178.0,43.22,51.19,1078.0,피앤이솔루션,0.4070086383839974,374.0,1452.0
643,신화인터텍,500,787,29135,3.89,472740,31.03,10.31,2544,1841,875,163,43.28,763.29,2544,1841,875,163.0,43.28,763.29,1079.0,신화인터텍,0.366380542340327,440.0,1519.0
644,뉴트리,500,2500,9073,6.58,129937,18.56,17.94,1251,775,191,120,43.49,20.8,1251,775,191,120.0,43.49,20.8,1080.0,뉴트리,1.6524795130243963,15.0,1095.0
645,대양전기공업,500,1148,9567,3.45,32239,8.95,6.19,1769,2604,524,149,43.91,56.54,1769,2604,524,149.0,43.91,56.54,1082.0,대양전기공업,0.12301316193874362,1115.0,2197.0
646,퓨쳐켐,500,712,5813,2.05,87111,-9.41,-38.87,82,632,517,-54,44.92,26.34,82,632,517,-54.0,44.92,26.34,1083.0,퓨쳐켐,0.04468453864719519,1294.0,2377.0
647,백산,500,1379,24200,4.79,118360,13.48,4.9,4689,3306,1884,320,45.11,48.83,4689,3306,1884,320.0,45.11,48.83,1085.0,백산,0.6483487710826195,153.0,1238.0
648,아이앤씨,500,863,17614,2.24,232551,26.78,11.21,456,725,173,43,45.57,135.31,456,725,173,43.0,45.57,135.31,1086.0,아이앤씨,0.34143753780031955,490.0,1576.0
649,파루,500,896,38606,1.05,412444,-26.07,1.12,531,677,221,2,46.19,100.62,531,677,221,2.0,46.19,100.62,1089.0,파루,0.2616973526492092,682.0,1771.0
650,덕우전자,500,1391,15930,1.64,662179,9.5,10.43,1294,1188,298,124,46.36,499.18,1294,1188,298,124.0,46.36,499.18,1090.0,덕우전자,0.3032052009326431,579.0,1669.0
651,파워로직스,500,2413,34421,6.23,369815,7.81,26.19,11079,4114,1710,506,46.96,92.91,11079,4114,1710,506.0,46.96,92.91,1091.0,파워로직스,0.4498257492610268,319.0,1410.0
652,한라IMS,500,687,11745,0.14,35533,22.5,5.54,484,1128,319,12,47.09,515.45,484,1128,319,12.0,47.09,515.45,1092.0,한라IMS,0.1711812908053711,973.0,2065.0
653,모트렉스,100,1249,37337,0.63,845604,-3.31,-32.64,3136,4443,3554,23,47.35,-50.41,3136,4443,3554,23.0,47.35,-50.41,1093.0,모트렉스,0.5462319104183548,215.0,1308.0
654,노바렉스,500,2917,9004,3.31,427669,16.15,17.23,1591,1544,625,163,48.26,43.86,1591,1544,625,163.0,48.26,43.86,1098.0,노바렉스,0.3114585799317216,549.0,1647.0
655,세아제강지주,5000,1419,4142,4.19,7141,19.16,-0.32,26439,24485,10962,631,48.39,-21.6,26439,24485,10962,631.0,48.39,-21.6,1100.0,세아제강지주,0.1591384312770048,1008.0,2108.0
656,엔에스엔,500,682,38633,0.61,883127,-6.33,-29.57,154,683,455,-79,49.12,-119.01,154,683,455,-79.0,49.12,-119.01,1104.0,엔에스엔,0.051986715703628145,1283.0,2387.0
657,엘엠에스,500,894,8896,7.84,71190,279.17,9.17,1632,2464,1220,95,49.17,-16.17,1632,2464,1220,95.0,49.17,-16.17,1105.0,엘엠에스,0.5593567078874699,203.0,1308.0
658,제이엔케이히터,500,1402,22362,0.58,5249223,15.68,10.11,2255,1767,877,173,49.89,254.78,2255,1767,877,173.0,49.89,254.78,1106.0,제이엔케이히터,0.32736380116557723,519.0,1625.0
659,비디아이,500,2341,15200,0.27,798204,-394.87,-0.31,1286,1477,1170,30,49.98,-47.83,1286,1477,1170,30.0,49.98,-47.83,1107.0,비디아이,0.4079339091785386,372.0,1479.0
660,한글과컴퓨터,500,3996,24440,11.65,890139,16.28,8.87,3193,6517,3180,332,49.99,-21.75,3193,6517,3180,332.0,49.99,-21.75,1108.0,한글과컴퓨터,0.4944150836420592,274.0,1382.0
661,남광토건,5000,983,9829,1.1,78425,23.53,7.58,2362,2026,1497,48,50.27,-56.73,2362,2026,1497,48.0,50.27,-56.73,1109.0,남광토건,0.42432343075730594,350.0,1459.0
662,SNK,0,3128,21062,79.37,241618,15.73,15.59,1021,3210,174,464,50.29,25.07,1021,3210,174,464.0,50.29,25.07,1110.0,SNK,0.2818786069289971,627.0,1737.0
663,바이오니아,500,2683,22737,5.53,633154,-10.22,-22.49,363,821,505,-85,50.73,26.41,363,821,505,-85.0,50.73,26.41,1112.0,바이오니아,0.6057366672066704,172.0,1284.0
664,프로스테믹스,100,1695,45757,3.28,359985,-102.92,-10.57,71,318,35,-23,51.01,53.15,71,318,35,-23.0,51.01,53.15,1114.0,프로스테믹스,0.16150341161668633,998.0,2112.0
665,팜스빌,500,1059,7929,0.2,30787,12.24,17.63,300,678,123,71,51.02,26.88,300,678,123,71.0,51.02,26.88,1116.0,팜스빌,0.4015776237874521,385.0,1501.0
666,오성첨단소재,500,1400,61966,0.26,955382,8.93,9.68,666,2281,538,19,51.02,166.31,666,2281,538,19.0,51.02,166.31,1116.0,오성첨단소재,0.0476424081559109,1289.0,2405.0
667,이노와이어리스,500,3146,6738,3.52,119725,16.05,17.77,968,1210,401,153,51.24,6045.91,968,1210,401,153.0,51.24,6045.91,1117.0,이노와이어리스,0.5310849970927674,237.0,1354.0
668,아이텍,500,677,10896,0.85,79280,-5.68,-18.93,470,950,449,24,52.16,-4.45,470,950,449,24.0,52.16,-4.45,1120.0,아이텍,0.17747393008729048,956.0,2076.0
669,쎄트렉아이,500,1599,7268,3.55,88319,19.32,11.74,702,963,318,92,52.23,65.14,702,963,318,92.0,52.23,65.14,1121.0,쎄트렉아이,0.23196460245118958,777.0,1898.0
670,이건홀딩스,1000,664,22585,0.4,308662,81.67,2.8,4703,6803,3954,166,52.83,26.37,4703,6803,3954,166.0,52.83,26.37,1124.0,이건홀딩스,0.22110644616581868,818.0,1942.0
671,에이프로젠 KIC,500,4981,177560,1.37,5099018,100.18,4.7,782,6544,1275,26,53.29,63.09,782,6544,1275,26.0,53.29,63.09,1125.0,에이프로젠 KIC,0.03673095936539331,1306.0,2431.0
672,모바일리더,500,570,3284,3.63,10609,-20.9,-5.59,236,380,60,50,53.53,44.42,236,380,60,50.0,53.53,44.42,1127.0,모바일리더,0.2790735991572019,636.0,1763.0
673,홈캐스트,500,1129,33095,3.63,162278,-13.64,-13.86,528,965,96,-89,54.11,-66.18,528,965,96,-89.0,54.11,-66.18,1128.0,홈캐스트,0.13411771064809996,1089.0,2217.0
674,삼진,500,531,6000,2.53,27044,4.37,17.15,1352,964,197,117,54.21,1081.41,1352,964,197,117.0,54.21,1081.41,1130.0,삼진,0.29508378386244133,592.0,1722.0
675,셀트리온헬스케어,1000,169726,151406,19.67,4534236,125.11,3.94,11009,28489,11830,828,54.3,428.55,11009,28489,11830,828.0,54.3,428.55,1131.0,셀트리온헬스케어,0.12564086249344694,1109.0,2240.0
676,디아이티,100,1325,18900,0.67,25639,16.53,7.85,1188,2897,1173,132,54.49,126.98,1188,2897,1173,132.0,54.49,126.98,1133.0,디아이티,0.13014588493473347,1096.0,2229.0
677,파트론,500,4966,54156,17.38,724038,9.74,18.71,12546,5208,1187,1052,57.52,248.16,12546,5208,1187,1052.0,57.52,248.16,1136.0,파트론,0.46755458128643895,299.0,1435.0
678,바른테크놀로지,100,355,61935,1.27,153951,-4.24,-38.68,365,631,403,-30,58.11,-125.62,365,631,403,-30.0,58.11,-125.62,1138.0,바른테크놀로지,0.6396920332765367,158.0,1296.0
679,쿠쿠홈시스,100,7932,22437,4.53,103619,13.29,16.1,6637,6266,1688,1206,58.48,78.65,6637,6266,1688,1206.0,58.48,78.65,1139.0,쿠쿠홈시스,0.9113594352191098,67.0,1206.0
680,주연테크,200,732,54612,1.8,622687,-25.28,-11.11,705,618,190,-38,59.15,-155.35,705,618,190,-38.0,59.15,-155.35,1141.0,주연테크,0.1542122868689974,1022.0,2163.0
681,씨에스윈드,500,7035,17286,7.61,140324,21.33,9.92,7994,7356,3658,601,59.18,83.65,7994,7356,3658,601.0,59.18,83.65,1142.0,씨에스윈드,0.3072070236266426,563.0,1705.0
682,에스제이그룹,500,1970,3295,3.3,69531,11.51,33.03,1095,919,224,164,59.54,110.61,1095,919,224,164.0,59.54,110.61,1143.0,에스제이그룹,1.171774733264709,34.0,1177.0
683,켄코아에어로스페이스,500,860,9010,0.2,183944,-9.64,-73.7,463,743,406,10,60.0,211.71,463,743,406,10.0,60.0,211.71,1144.0,켄코아에어로스페이스,0.23693602847399758,758.0,1902.0
684,CJ ENM,5000,24626,21929,18.78,70466,27.79,3.65,37897,54349,22830,2694,60.56,47.96,37897,54349,22830,2694.0,60.56,47.96,1146.0,CJ ENM,0.4638735326420831,302.0,1448.0
685,THE E&M,100,826,124348,1.77,880757,-23.71,-8.82,448,977,321,79,60.82,47.32,448,977,321,79.0,60.82,47.32,1147.0,THE E&M,0.5340034860530459,229.0,1376.0
686,본느,100,758,30700,0.39,244232,28.72,17.13,470,411,71,56,60.86,62.64,470,411,71,56.0,60.86,62.64,1148.0,본느,0.5318286426273745,235.0,1383.0
687,신송홀딩스,500,469,11829,1.72,29980,-1.5,-32.05,2630,1999,1092,-3,61.02,89.6,2630,1999,1092,-3.0,61.02,89.6,1150.0,신송홀딩스,0.27131317947335987,651.0,1801.0
688,KG케미칼,5000,1763,13013,5.93,79307,1.77,32.69,20684,41515,28000,1180,61.24,62.8,20684,41515,28000,1180.0,61.24,62.8,1151.0,KG케미칼,0.3558081722925813,468.0,1619.0
689,이랜텍,500,955,22478,2.06,190588,83.33,7.92,7290,4205,2559,363,61.36,2800.25,7290,4205,2559,363.0,61.36,2800.25,1152.0,이랜텍,0.5021614096805324,265.0,1417.0
690,아이오케이,500,728,50751,1.1,106361,-17.29,-9.07,487,1566,458,6,63.89,110.06,487,1566,458,6.0,63.89,110.06,1154.0,아이오케이,0.10126108789459026,1162.0,2316.0
691,시공테크,500,1046,20048,1.18,26804,6.89,15.13,1198,1552,469,80,64.17,269.78,1198,1552,469,80.0,64.17,269.78,1155.0,시공테크,0.12980194305243656,1097.0,2252.0
692,KC코트렐,500,711,13000,2.41,269806,-18.67,2.52,3006,3320,2558,85,65.1,127.32,3006,3320,2558,85.0,65.1,127.32,1156.0,KC코트렐,0.4597447473792018,306.0,1462.0
693,국순당,500,676,17858,1.53,21557,-17.52,-2.47,1021,2525,475,-60,66.02,-99.27,1021,2525,475,-60.0,66.02,-99.27,1157.0,국순당,0.13871401972992298,1070.0,2227.0
694,에스티큐브,500,3956,30200,4.2,653189,-30.18,-35.69,174,524,236,-31,66.08,70.29,174,524,236,-31.0,66.08,70.29,1158.0,에스티큐브,0.29228329060204433,597.0,1755.0
695,옵트론텍,500,1172,23676,3.31,199012,15.71,9.79,2389,2802,1826,223,66.39,65.29,2389,2802,1826,223.0,66.39,65.29,1159.0,옵트론텍,0.5415058989165638,222.0,1381.0
696,액토즈소프트,500,963,11331,51.5,51384,10.61,19.76,627,1754,573,257,66.43,2485.36,627,1754,573,257.0,66.43,2485.36,1160.0,액토즈소프트,0.40466276768964965,381.0,1541.0
697,우리들휴브레인,500,1065,35903,0.84,4234714,-19.01,-17.72,562,698,339,-1,67.19,98.71,562,698,339,-1.0,67.19,98.71,1161.0,우리들휴브레인,0.1197205979989996,1124.0,2285.0
698,오리엔탈정공,500,565,45574,1.09,621007,7.9,15.92,1301,1564,1250,53,67.93,466.85,1301,1564,1250,53.0,67.93,466.85,1162.0,오리엔탈정공,0.45130452252381503,318.0,1480.0
699,넥센,500,2270,53544,3.71,19714,4.39,5.96,22913,40980,20815,2251,68.48,56.79,22913,40980,20815,2251.0,68.48,56.79,1164.0,넥센,0.33205687491011,512.0,1676.0
700,솔트웍스,100,621,14936,0.42,1356670,-5.13,-71.91,131,335,226,-13,70.19,17.43,131,335,226,-13.0,70.19,17.43,1165.0,솔트웍스,0.1766290220994276,960.0,2125.0
701,클래시스,100,9933,64709,2.15,303949,24.96,48.06,811,1137,257,417,70.87,138.66,811,1137,257,417.0,70.87,138.66,1166.0,클래시스,0.7268839937773094,125.0,1291.0
