,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,date,부채비율
1797,우리기술투자,500,2394,84000,1.64,3477901,25.45,15.11,229,831,76,133,22.48,3.41,229,831,76,133.0,22.48,3.41,2020-08-04,0.0914560770156438
2807,이스트아시아홀딩스,0,251,109001,0.0,0,25.56,1.61,915,2156,172,61,-1.58,9.69,915,2156,172,61.0,-1.58,9.69,2020-08-04,0.07977736549165121
2186,KT서브마린,1000,1010,21900,1.99,529348,25.75,0.47,552,1209,185,10,-9.97,118.94,552,1209,185,10.0,-9.97,118.94,2020-08-04,0.15301902398676592
356,이리츠코크렙,500,3395,63342,0.09,19014,25.77,2.48,210,7201,4558,161,1.13,1.92,210,7201,4558,161.0,1.13,1.92,2020-08-04,0.6329676433828635
1941,이지웰,500,1678,11693,22.07,237762,25.81,15.55,823,902,538,94,12.66,34.37,823,902,538,94.0,12.66,34.37,2020-08-04,0.5964523281596452
2071,SDN,500,1245,48179,0.85,893008,25.85,5.59,650,1355,594,30,6.79,1.98,650,1355,594,30.0,6.79,1.98,2020-08-04,0.43837638376383764
1930,인피니트헬스케어,500,1742,24396,1.9,202479,25.96,8.95,743,1068,224,71,15.47,200.73,743,1068,224,71.0,15.47,200.73,2020-08-04,0.20973782771535582
2349,지엔원에너지,100,748,29385,0.02,368127,25.97,17.41,358,241,59,32,21.61,106.7,358,241,59,32.0,21.61,106.7,2020-08-04,0.24481327800829875
2279,보성파워텍,500,845,46073,1.52,342980,26.21,1.06,1117,1256,457,-11,5.62,19.85,1117,1256,457,-11.0,5.62,19.85,2020-08-04,0.3638535031847134
2442,하이즈항공,500,625,17696,0.4,18111,26.34,4.89,737,1373,596,38,42.53,213.7,737,1373,596,38.0,42.53,213.7,2020-08-04,0.4340859431900947
1557,에코마케팅,100,8342,16199,7.5,179711,26.44,32.65,1114,1396,302,378,79.31,124.37,1114,1396,302,378.0,79.31,124.37,2020-08-04,0.2163323782234957
1516,동진쎄미켐,500,17327,51414,9.2,1386700,26.51,17.78,8753,8407,4803,1049,5.81,47.73,8753,8407,4803,1049.0,5.81,47.73,2020-08-04,0.5713096229332699
1948,에스엠코어,500,1641,20034,2.11,219625,26.59,5.96,1281,1068,283,51,37.01,2125.35,1281,1068,283,51.0,37.01,2125.35,2020-08-04,0.2649812734082397
1964,청담러닝,500,1554,7675,5.21,107520,26.75,12.06,1750,1934,1059,226,14.59,43.53,1750,1934,1059,226.0,14.59,43.53,2020-08-04,0.5475698035160289
2783,글로벌에스엠,0,290,53744,3.49,98415,26.95,2.07,1093,1314,384,59,5.63,1953.52,1093,1314,384,59.0,5.63,1953.52,2020-08-04,0.2922374429223744
1637,골프존,500,4587,6275,7.94,56627,27.14,8.21,2470,3126,1125,323,24.31,14.69,2470,3126,1125,323.0,24.31,14.69,2020-08-04,0.3598848368522073
2434,iMBC,500,632,23000,2.33,158059,27.23,4.17,516,666,132,17,-11.23,84.14,516,666,132,17.0,-11.23,84.14,2020-08-04,0.1981981981981982
1843,한스바이오메드,500,2079,9997,12.15,115194,27.3,14.2,670,1341,500,126,29.46,20.44,670,1341,500,126.0,29.46,20.44,2020-08-04,0.37285607755406414
1749,라온피플,500,2789,10328,0.46,176375,27.38,19.03,308,657,29,82,41.39,45.59,308,657,29,82.0,41.39,45.59,2020-08-04,0.0441400304414003
2542,오킨스전자,500,536,7206,8.19,90910,27.66,0.92,385,548,289,15,12.96,22.47,385,548,289,15.0,12.96,22.47,2020-08-04,0.5273722627737226
640,동양철관,500,1225,118885,1.45,745051,27.84,2.24,1634,1642,844,37,0.89,192.93,1634,1642,844,37.0,0.89,192.93,2020-08-04,0.5140073081607796
595,삼화페인트,500,1377,26439,10.17,62482,27.86,1.34,5403,5606,2785,112,3.06,42.68,5403,5606,2785,112.0,3.06,42.68,2020-08-04,0.4967891544773457
2240,코렌텍,500,905,10587,2.01,54037,28.03,9.28,402,628,328,33,20.31,162.97,402,628,328,33.0,20.31,162.97,2020-08-04,0.5222929936305732
2666,GH신소재,500,426,11000,2.62,480036,28.04,5.43,672,802,373,16,2.93,142.05,672,802,373,16.0,2.93,142.05,2020-08-04,0.46508728179551123
2174,팅크웨어,500,1033,10426,3.76,145739,28.07,2.76,1822,2087,595,78,-6.29,1.35,1822,2087,595,78.0,-6.29,1.35,2020-08-04,0.28509822712026833
1658,동국S&C,500,4109,57143,1.58,2749569,28.2,3.69,3178,4009,1247,142,-12.47,362.1,3178,4009,1247,142.0,-12.47,362.1,2020-08-04,0.3110501371913195
1713,씨아이에스,100,3245,56332,3.99,2328995,28.37,25.6,1006,1697,1201,154,130.66,227.52,1006,1697,1201,154.0,130.66,227.52,2020-08-04,0.7077195050088392
1509,CJ ENM,5000,25153,21929,18.92,79139,28.38,3.65,37897,54349,22830,2694,60.56,47.96,37897,54349,22830,2694.0,60.56,47.96,2020-08-04,0.42006292664078454
1784,크린앤사이언스,500,2509,6500,6.49,150345,28.47,20.57,1183,1159,737,109,24.23,34.07,1183,1159,737,109.0,24.23,34.07,2020-08-04,0.635893011216566
960,원림,5000,383,2200,1.11,1924,28.52,3.33,791,1631,468,42,0.14,111.58,791,1631,468,42.0,0.14,111.58,2020-08-04,0.2869405272838749
1035,경인전자,5000,286,1571,13.31,520,28.53,0.45,133,569,24,-16,-27.92,7.46,133,569,24,-16.0,-27.92,7.46,2020-08-04,0.0421792618629174
1517,콜마비앤에이치,500,17135,29544,5.74,472095,28.77,23.84,4389,3864,1318,741,13.6,26.54,4389,3864,1318,741.0,13.6,26.54,2020-08-04,0.34109730848861286
570,동양물산,500,1487,126005,3.98,6809560,28.78,5.07,6174,6286,4815,137,4.65,351.76,6174,6286,4815,137.0,4.65,351.76,2020-08-04,0.7659879096404709
238,한전기술,200,6440,38220,2.65,258125,28.9,5.54,4486,7352,2430,441,3.44,104.98,4486,7352,2430,441.0,3.44,104.98,2020-08-04,0.33052230685527745
322,경인양행,500,4004,41196,7.97,6975021,28.93,6.57,3588,4721,2346,236,8.37,19.62,3588,4721,2346,236.0,8.37,19.62,2020-08-04,0.49692861681847067
1748,에이프로,500,2794,6881,0.1,318152,29.31,52.43,674,497,285,104,11.08,44.21,674,497,285,104.0,11.08,44.21,2020-08-04,0.5734406438631791
2326,본느,100,775,30700,0.51,272715,29.36,17.13,470,411,71,56,60.86,62.64,470,411,71,56.0,60.86,62.64,2020-08-04,0.17274939172749393
2204,잉글우드랩,0,974,19868,11.49,86970,29.52,3.85,1333,1153,542,67,12.25,2519.48,1333,1153,542,67.0,12.25,2519.48,2020-08-04,0.47007805724197743
1506,케이엠더블유,500,28233,39821,10.57,560774,29.52,67.76,6829,4270,2103,1367,130.49,621.14,6829,4270,2103,1367.0,130.49,621.14,2020-08-04,0.4925058548009368
1522,아이티엠반도체,500,15062,22856,7.29,189188,29.72,22.69,3977,4305,1642,535,74.25,153.79,3977,4305,1642,535.0,74.25,153.79,2020-08-04,0.38141695702671313
1874,인텍플러스,500,1942,12612,2.2,589879,29.9,28.49,405,421,203,47,151.6,156.56,405,421,203,47.0,151.6,156.56,2020-08-04,0.4821852731591449
2632,대신정보통신,500,453,38429,3.12,277447,30.26,5.91,1759,825,564,21,-15.25,18.23,1759,825,564,21.0,-15.25,18.23,2020-08-04,0.6836363636363636
724,영보화학,500,921,20000,51.41,459753,30.5,3.56,1312,1808,341,84,-8.84,16.79,1312,1808,341,84.0,-8.84,16.79,2020-08-04,0.1886061946902655
10,LG생활건강,5000,211470,15618,44.67,27179,30.55,20.32,76854,64937,22566,11764,13.9,13.2,76854,64937,22566,11764.0,13.9,13.2,2020-08-04,0.34750604431987925
1773,디알젬,500,2548,11326,0.98,720149,30.61,17.88,601,630,305,46,6.11,8.74,601,630,305,46.0,6.11,8.74,2020-08-04,0.48412698412698413
1937,일신바이오,100,1707,44216,1.32,8049107,30.63,12.26,196,456,61,52,27.65,71.72,196,456,61,52.0,27.65,71.72,2020-08-04,0.1337719298245614
2199,세종메디칼,500,979,6778,0.32,421569,30.88,7.76,162,495,37,38,9.42,17.81,162,495,37,38.0,9.42,17.81,2020-08-04,0.07474747474747474
1996,유라테크,500,1463,11520,1.91,696338,30.98,2.15,2035,1329,252,22,2.67,414.1,2035,1329,252,22.0,2.67,414.1,2020-08-04,0.18961625282167044
1585,테스나,500,6784,7415,3.78,413798,31.01,17.5,968,3427,1793,242,48.36,28.99,968,3427,1793,242.0,48.36,28.99,2020-08-04,0.5231981324773854
1848,지니뮤직,500,2057,58115,0.8,276124,31.05,4.91,2305,2339,812,81,34.59,17.97,2305,2339,812,81.0,34.59,17.97,2020-08-04,0.3471569046601112
1536,JYP Ent.,500,11287,35495,17.25,1277339,31.18,21.91,1554,2078,455,435,24.53,51.17,1554,2078,455,435.0,24.53,51.17,2020-08-04,0.21896053897978826
1828,에이텍,500,2189,8260,0.74,1369615,31.29,8.83,993,912,157,44,2.0,16.47,993,912,157,44.0,2.0,16.47,2020-08-04,0.17214912280701755
1875,대정화금,500,1942,7100,0.26,7375713,31.47,5.15,796,1513,301,104,7.82,12.15,796,1513,301,104.0,7.82,12.15,2020-08-04,0.19894249834765368
2295,하츠,500,813,12800,0.61,170838,31.75,2.9,1123,975,146,25,8.47,99.75,1123,975,146,25.0,8.47,99.75,2020-08-04,0.14974358974358976
2303,신화인터텍,500,806,29135,3.01,220210,31.78,10.31,2544,1841,875,163,43.28,763.29,2544,1841,875,163.0,43.28,763.29,2020-08-04,0.4752851711026616
2134,위세아이텍,500,1099,4404,6.52,95310,31.82,27.29,197,179,69,29,19.16,69.84,197,179,69,29.0,19.16,69.84,2020-08-04,0.3854748603351955
2436,엔텔스,500,629,6899,3.16,38734,31.89,4.91,602,659,237,28,-3.34,64.28,602,659,237,28.0,-3.34,64.28,2020-08-04,0.3596358118361153
390,SBS,5000,2902,18253,0.0,51092,31.93,3.46,8177,12478,6006,126,-10.54,147.37,8177,12478,6006,126.0,-10.54,147.37,2020-08-04,0.4813271357589357
1563,네패스,500,7932,23059,8.26,1036675,32.09,16.52,3516,5198,3306,600,29.92,175.73,3516,5198,3306,600.0,29.92,175.73,2020-08-04,0.6360138514813389
1603,안랩,500,5938,10014,20.86,78202,32.14,9.57,1670,2602,545,184,4.49,4.08,1670,2602,545,184.0,4.49,4.08,2020-08-04,0.2094542659492698
1739,휴메딕스,500,2902,9971,3.32,186722,32.15,9.55,786,1384,170,133,21.27,24.16,786,1384,170,133.0,21.27,24.16,2020-08-04,0.12283236994219653
2544,케이에스피,500,536,36192,0.46,141189,32.17,7.47,294,442,215,18,75.06,169.52,294,442,215,18.0,75.06,169.52,2020-08-04,0.48642533936651583
1778,다날,500,2533,67555,1.48,668304,32.33,13.96,1912,5120,3122,109,5.21,82.81,1912,5120,3122,109.0,5.21,82.81,2020-08-04,0.609765625
826,호전실업,500,672,8000,1.54,87543,32.43,2.26,3098,2923,1678,193,-1.11,79.69,3098,2923,1678,193.0,-1.11,79.69,2020-08-04,0.5740677386247006
1526,NICE평가정보,500,13722,60715,33.59,895775,32.47,19.3,4109,3191,949,513,7.07,5.63,4109,3191,949,513.0,7.07,5.63,2020-08-04,0.2973989345032905
185,코스맥스,500,9045,10050,18.97,82360,32.74,10.45,13307,12044,8879,540,5.63,3.17,13307,12044,8879,540.0,5.63,3.17,2020-08-04,0.7372135503155098
355,효성ITX,500,3398,11558,1.38,115008,32.74,21.77,3882,1593,1076,130,-3.45,14.9,3882,1593,1076,130.0,-3.45,14.9,2020-08-04,0.6754551161330823
2518,케이씨에스,500,562,12000,2.12,49519,32.96,14.1,395,355,148,34,18.63,8.43,395,355,148,34.0,18.63,8.43,2020-08-04,0.4169014084507042
2008,유니크,500,1412,19321,1.54,359609,33.08,4.39,2249,2118,1116,31,5.55,20847.19,2249,2118,1116,31.0,5.55,20847.19,2020-08-04,0.5269121813031161
1717,인크로스,500,3227,8057,10.95,90381,33.66,14.48,345,1443,785,122,-3.65,10.12,345,1443,785,122.0,-3.65,10.12,2020-08-04,0.544005544005544
979,WISCOM,500,347,15326,3.79,69457,33.81,0.92,1155,1342,162,8,3.15,340.06,1155,1342,162,8.0,3.15,340.06,2020-08-04,0.12071535022354694
2460,삼화네트웍스,200,613,43173,0.64,821917,33.81,2.08,542,433,84,2,331.55,104.62,542,433,84,2.0,331.55,104.62,2020-08-04,0.19399538106235567
1847,SCI평가정보,500,2063,35500,0.57,4617153,33.98,25.42,526,322,78,69,5.43,423.3,526,322,78,69.0,5.43,423.3,2020-08-04,0.2422360248447205
518,대동공업,1000,1730,23728,2.61,411039,34.23,1.46,8329,8170,5962,245,27.21,369.77,8329,8170,5962,245.0,27.21,369.77,2020-08-04,0.7297429620563035
2787,한창산업,500,282,5200,5.24,5386,34.52,2.24,654,606,82,10,4.85,191.11,654,606,82,10.0,4.85,191.11,2020-08-04,0.1353135313531353
1857,비트컴퓨터,500,2011,16623,1.51,2990490,34.67,15.57,374,625,134,61,14.06,379.88,374,625,134,61.0,14.06,379.88,2020-08-04,0.2144
2417,셀바스AI,500,668,22056,1.87,244744,34.83,-22.41,354,941,503,-62,-0.4,63.8,354,941,503,-62.0,-0.4,63.8,2020-08-04,0.5345377258235919
1512,리노공업,500,21004,15242,42.19,84345,35.13,18.75,1703,3257,255,641,13.27,11.47,1703,3257,255,641.0,13.27,11.47,2020-08-04,0.07829290758366594
1553,덕산네오룩스,200,8704,24010,20.5,164999,35.3,12.73,979,1813,214,208,7.92,2.17,979,1813,214,208.0,7.92,2.17,2020-08-04,0.11803640375068947
689,영흥,500,1038,85827,1.16,385816,35.59,0.64,1975,3109,1445,34,0.51,298.93,1975,3109,1445,34.0,0.51,298.93,2020-08-04,0.46477967192023156
1909,리메드,500,1818,6089,5.78,66686,35.88,24.53,186,349,103,43,131.76,612.75,186,349,103,43.0,131.76,612.75,2020-08-04,0.29512893982808025
989,하이스틸,5000,339,2000,1.56,5781,36.22,0.03,2143,2343,1067,11,25.63,121.3,2143,2343,1067,11.0,25.63,121.3,2020-08-04,0.45539906103286387
1609,파마리서치프로덕트,500,5777,9628,5.43,75372,36.28,8.2,839,2699,415,191,30.48,119.0,839,2699,415,191.0,30.48,119.0,2020-08-04,0.15376065209336792
2198,티플랙스,500,982,24268,2.04,2819004,36.44,2.44,1312,1520,539,39,7.85,12.26,1312,1520,539,39.0,7.85,12.26,2020-08-04,0.35460526315789476
2778,우리조명,500,293,24923,2.43,221890,36.72,1.69,16977,6750,5099,271,30.37,328.54,16977,6750,5099,271.0,30.37,328.54,2020-08-04,0.7554074074074074
2128,삼기오토모티브,100,1118,36648,1.84,6014100,36.75,1.49,3018,4250,2889,58,8.83,5.21,3018,4250,2889,58.0,8.83,5.21,2020-08-04,0.6797647058823529
1876,한국정보인증,500,1938,31165,1.8,422335,36.8,8.65,426,1092,240,93,9.49,2.88,426,1092,240,93.0,9.49,2.88,2020-08-04,0.21978021978021978
250,남선알미늄,500,6137,110179,4.28,2788153,37.13,8.33,3248,2955,1164,116,-6.63,22.84,3248,2955,1164,116.0,-6.63,22.84,2020-08-04,0.39390862944162436
2505,오디텍,500,573,11747,3.89,302523,37.21,1.82,416,1245,70,12,-7.91,9.56,416,1245,70,12.0,-7.91,9.56,2020-08-04,0.05622489959839357
1545,SFA반도체,500,9884,164460,6.46,5310044,37.33,7.34,5889,6612,3454,391,28.63,15.99,5889,6612,3454,391.0,28.63,15.99,2020-08-04,0.5223835450695705
2700,마이크로컨텍솔,500,396,8313,14.85,310672,38.08,2.72,344,374,47,7,34.05,119.0,344,374,47,7.0,34.05,119.0,2020-08-04,0.12566844919786097
342,코리아써키트,500,3744,23621,4.32,300091,38.19,0.21,5434,4781,876,139,1.42,177.5,5434,4781,876,139.0,1.42,177.5,2020-08-04,0.18322526668061076
160,KG동부제철,5000,12051,100009,0.15,28713,38.25,-7.44,24283,23553,14658,346,-4.59,311.58,24283,23553,14658,346.0,-4.59,311.58,2020-08-04,0.6223411030441982
598,부산산업,5000,1373,1056,0.46,11379,38.47,7.2,1410,1360,583,86,18.06,90.24,1410,1360,583,86.0,18.06,90.24,2020-08-04,0.42867647058823527
2214,현대사료,500,959,6150,0.55,81838,38.61,5.58,1182,974,379,61,12.73,378.51,1182,974,379,61.0,12.73,378.51,2020-08-04,0.3891170431211499
1666,파크시스템스,500,3867,6668,5.27,40169,38.82,21.14,520,605,161,80,24.31,41.35,520,605,161,80.0,24.31,41.35,2020-08-04,0.26611570247933886
1894,남화토건,500,1861,11740,1.24,274542,38.94,3.81,537,1622,236,17,3.88,42.02,537,1622,236,17.0,3.88,42.02,2020-08-04,0.14549938347718866
171,한국콜마,500,10743,22881,25.87,298748,39.12,6.39,15407,24003,15524,1178,13.47,30.95,15407,24003,15524,1178.0,13.47,30.95,2020-08-04,0.6467524892721743
2212,유에스티,100,961,23700,0.41,391579,39.37,5.64,524,610,146,38,5.55,11.01,524,610,146,38.0,5.55,11.01,2020-08-04,0.23934426229508196
1036,동일제강,500,286,15000,1.02,18540,39.69,0.85,1274,1470,165,10,2.7,453.16,1274,1470,165,10.0,2.7,453.16,2020-08-04,0.11224489795918367
1971,비즈니스온,500,1542,9545,3.61,56718,39.98,12.14,157,641,268,62,4.25,9.16,157,641,268,62.0,4.25,9.16,2020-08-04,0.41809672386895474
2247,이원컴포텍,500,897,17048,17.21,466671,40.15,16.8,479,379,182,14,8.63,125.5,479,379,182,14.0,8.63,125.5,2020-08-04,0.48021108179419525
2651,오스테오닉,500,436,12617,3.68,178556,40.17,1.74,112,523,234,5,22.86,253.11,112,523,234,5.0,22.86,253.11,2020-08-04,0.4474187380497132
142,씨에스윈드,500,13656,17286,7.99,509369,41.4,9.92,7994,7356,3658,601,59.18,83.65,7994,7356,3658,601.0,59.18,83.65,2020-08-04,0.4972811310494834
1647,에이디테크놀로지,500,4221,12469,1.69,650038,41.89,15.31,2258,1102,544,122,104.79,0.49,2258,1102,544,122.0,104.79,0.49,2020-08-04,0.49364791288566245
1812,해성산업,500,2283,18119,1.92,80581,42.42,1.65,203,2123,728,52,35.69,90.72,203,2123,728,52.0,35.69,90.72,2020-08-04,0.34291097503532736
2510,뉴보텍,500,568,33434,0.91,1392290,42.5,7.78,418,462,186,11,4.49,414.85,418,462,186,11.0,4.49,414.85,2020-08-04,0.4025974025974026
490,세방,500,1969,19309,4.99,15354,42.5,0.68,7233,11076,2891,161,10.99,41.35,7233,11076,2891,161.0,10.99,41.35,2020-08-04,0.26101480678945466
800,대유에이텍,500,728,106916,1.3,79926,42.56,9.75,12850,11173,8813,313,15.74,367.72,12850,11173,8813,313.0,15.74,367.72,2020-08-04,0.7887765148124944
1781,보광산업,500,2521,36111,0.42,976065,43.09,9.99,498,1006,328,74,33.29,56.28,498,1006,328,74.0,33.29,56.28,2020-08-04,0.3260437375745527
1698,신일제약,500,3472,10902,0.32,3615013,43.33,7.39,606,1178,166,94,13.84,56.35,606,1178,166,94.0,13.84,56.35,2020-08-04,0.14091680814940577
2309,팬엔터테인먼트,500,798,13743,4.81,397056,43.36,2.41,402,775,297,11,204.41,254.98,402,775,297,11.0,204.41,254.98,2020-08-04,0.3832258064516129
2118,젬백스링크,100,1139,77218,1.21,2268032,43.38,2.76,951,1877,551,59,79.69,2240.51,951,1877,551,59.0,79.69,2240.51,2020-08-04,0.29355354288758656
2167,에이씨티,500,1047,23362,17.44,0,43.5,-0.17,188,505,72,2,-2.7,102.92,188,505,72,2.0,-2.7,102.92,2020-08-04,0.14257425742574256
2035,WI,100,1324,75665,0.55,621185,43.75,3.9,241,528,146,9,381.49,130.82,241,528,146,9.0,381.49,130.82,2020-08-04,0.2765151515151515
2634,코디엠,100,453,205885,1.09,19727870,44.0,9.95,118,1170,451,-46,-67.78,57.42,118,1170,451,-46.0,-67.78,57.42,2020-08-04,0.3854700854700855
591,삼광글라스,5000,1388,4854,1.5,14764,44.27,-0.07,2842,6959,3833,11,7.14,104.51,2842,6959,3833,11.0,7.14,104.51,2020-08-04,0.5507975283805144
1714,나노엔텍,500,3238,26763,0.39,2432633,44.49,15.1,263,466,56,31,1.78,7.97,263,466,56,31.0,1.78,7.97,2020-08-04,0.12017167381974249
1851,노터스,100,2034,7604,0.3,160279,44.81,13.42,460,615,185,67,23.64,12.48,460,615,185,67.0,23.64,12.48,2020-08-04,0.3008130081300813
1622,바디텍메드,1000,5282,23478,4.86,1166666,46.58,16.78,728,1013,242,150,9.96,131.2,728,1013,242,150.0,9.96,131.2,2020-08-04,0.2388943731490622
2695,신라에스지,500,398,4000,0.52,1002813,48.3,4.79,894,480,322,21,23.3,144.82,894,480,322,21.0,23.3,144.82,2020-08-04,0.6708333333333333
454,모나리자,500,2209,36571,1.43,1075461,48.32,3.75,1180,771,120,28,4.36,211.12,1180,771,120,28.0,4.36,211.12,2020-08-04,0.1556420233463035
2139,오픈베이스,500,1095,31422,1.56,1368361,48.4,2.46,1574,1345,613,26,7.29,284.48,1574,1345,613,26.0,7.29,284.48,2020-08-04,0.4557620817843866
1645,아이디스,500,4345,10716,2.26,229180,48.5,1.26,1119,1707,184,33,2.43,1159.16,1119,1707,184,33.0,2.43,1159.16,2020-08-04,0.10779144698301113
2249,에이테크솔루션,500,895,10000,1.21,250973,48.91,2.08,2282,1890,1181,28,17.64,186.02,2282,1890,1181,28.0,17.64,186.02,2020-08-04,0.6248677248677249
210,디피씨,500,7627,41678,1.55,7017297,49.33,7.12,1654,2209,644,140,4.89,5.39,1654,2209,644,140.0,4.89,5.39,2020-08-04,0.2915346310547759
62,CJ대한통운,5000,34789,22812,20.54,41692,49.34,1.41,104151,91100,54548,3072,12.97,26.58,104151,91100,54548,3072.0,12.97,26.58,2020-08-04,0.5987705817782656
1598,와이팜,500,6221,37141,0.33,2856180,49.41,28.33,1254,546,81,120,94.08,143.83,1254,546,81,120.0,94.08,143.83,2020-08-04,0.14835164835164835
716,지엠비코리아,500,939,19072,56.06,77453,49.75,1.22,4775,4869,2532,85,4.45,106.4,4775,4869,2532,85.0,4.45,106.4,2020-08-04,0.5200246457178065
2367,한국팩키지,500,734,25000,2.57,488522,49.75,4.38,584,706,308,26,2.68,10.71,584,706,308,26.0,2.68,10.71,2020-08-04,0.43626062322946174
1865,파나진,500,1980,32137,0.93,409639,50.49,19.2,80,218,16,-6,3.2,54.66,80,218,16,-6.0,3.2,54.66,2020-08-04,0.07339449541284404
101,한국가스공사,5000,23124,92313,9.16,175959,50.91,0.48,249826,393119,311653,13345,-4.59,4.52,249826,393119,311653,13345.0,-4.59,4.52,2020-08-04,0.7927701281291416
770,덕성,500,801,15680,0.64,13489433,51.1,0.29,867,1029,399,5,3.56,120.71,867,1029,399,5.0,3.56,120.71,2020-08-04,0.3877551020408163
2166,에이치엘비파워,500,1048,91115,0.41,587822,52.27,3.56,427,634,288,34,7.93,127.13,427,634,288,34.0,7.93,127.13,2020-08-04,0.45425867507886436
449,유니온머티리얼,500,2260,42000,1.0,8369677,53.27,2.83,1091,1749,887,36,-2.87,656.8,1091,1749,887,36.0,-2.87,656.8,2020-08-04,0.5071469411092052
1726,클리오,500,3044,17150,4.32,62833,53.3,2.05,2504,2367,914,186,33.62,1280.62,2504,2367,914,186.0,33.62,1280.62,2020-08-04,0.3861427967891846
1743,조이시티,500,2852,14189,3.78,134681,53.32,-4.91,1031,649,399,85,18.25,256.93,1031,649,399,85.0,18.25,256.93,2020-08-04,0.6147919876733436
1644,시노펙스,500,4354,72561,6.46,80929328,53.57,8.27,2171,1536,709,167,31.23,394.3,2171,1536,709,167.0,31.23,394.3,2020-08-04,0.4615885416666667
1524,NHN한국사이버결제,500,14748,22971,32.22,426452,53.99,20.2,4699,3119,1846,321,8.61,47.41,4699,3119,1846,321.0,8.61,47.41,2020-08-04,0.5918563642193011
2595,휴네시온,500,494,9608,0.49,213724,54.11,7.8,188,283,44,19,17.29,259.29,188,283,44,19.0,17.29,259.29,2020-08-04,0.15547703180212014
281,덴티움,500,4859,11069,18.96,137466,54.33,7.37,2526,5471,3406,447,35.57,6.42,2526,5471,3406,447.0,35.57,6.42,2020-08-04,0.6225552915371961
738,수산중공업,500,891,53985,1.28,495713,55.0,0.15,1578,1832,828,72,86.48,1609.73,1578,1832,828,72.0,86.48,1609.73,2020-08-04,0.4519650655021834
2058,나무기술,100,1268,32145,1.77,1811417,55.56,23.65,847,566,386,41,28.89,200.62,847,566,386,41.0,28.89,200.62,2020-08-04,0.6819787985865724
1513,휴젤,500,19221,12670,69.86,116270,56.54,6.25,2046,8947,1504,681,12.16,13.11,2046,8947,1504,681.0,12.16,13.11,2020-08-04,0.16810103945456578
1531,천보,500,13060,10000,4.55,359500,56.68,14.49,1353,2352,246,272,12.68,0.58,1353,2352,246,272.0,12.68,0.58,2020-08-04,0.10459183673469388
1657,웹케시,500,4119,6764,16.55,31382,57.83,24.24,612,633,90,93,-20.06,59.92,612,633,90,93.0,-20.06,59.92,2020-08-04,0.14218009478672985
1534,파라다이스,500,11686,90943,7.08,366080,57.88,1.19,9794,34704,18662,519,24.35,2054.2,9794,34704,18662,519.0,24.35,2054.2,2020-08-04,0.5377478100507146
1688,코리아센터,100,3593,24031,0.39,114757,58.17,3.75,2515,3449,1467,108,32.6,11.69,2515,3449,1467,108.0,32.6,11.69,2020-08-04,0.42534067845752394
353,신한알파리츠,1000,3407,52330,1.12,111747,58.65,2.09,231,8098,5319,140,3.55,28.44,231,8098,5319,140.0,3.55,28.44,2020-08-04,0.6568288466287973
2780,웹스,500,291,13698,2.31,373619,59.03,-0.58,285,686,297,4,0.16,10.89,285,686,297,4.0,0.16,10.89,2020-08-04,0.4329446064139942
188,롯데리츠,500,8891,171969,8.81,316986,60.12,1.64,225,15838,7216,145,1022.37,836.32,225,15838,7216,145.0,1022.37,836.32,2020-08-04,0.45561308245990656
2790,아이컴포넌트,500,278,7071,5.99,15554,62.38,-4.25,290,498,211,-15,12.95,54.83,290,498,211,-15.0,12.95,54.83,2020-08-04,0.42369477911646586
2603,백금T&A,500,487,16248,3.88,410085,62.5,4.52,1556,933,407,185,38.69,182.23,1556,933,407,185.0,38.69,182.23,2020-08-04,0.4362272240085745
2289,메디포럼제약,500,826,14043,1.67,252531,62.55,2.71,361,458,279,14,75.75,124.73,361,458,279,14.0,75.75,124.73,2020-08-04,0.6091703056768559
80,호텔신라,5000,27356,39248,21.16,243209,63.02,20.16,57173,35273,26077,2959,21.29,41.49,57173,35273,26077,2959.0,21.29,41.49,2020-08-04,0.7392906755875599
48,강원랜드,500,48030,213940,25.52,484920,63.06,9.16,15201,44381,7204,5012,5.7,16.36,15201,44381,7204,5012.0,5.7,16.36,2020-08-04,0.16232171424708772
2487,DSC인베스트먼트,500,591,18219,1.44,373798,63.63,18.82,166,521,153,79,8.34,23.31,166,521,153,79.0,8.34,23.31,2020-08-04,0.29366602687140114
73,더존비즈온,500,31008,29673,45.83,69354,64.75,18.78,2627,7270,3640,668,15.75,23.69,2627,7270,3640,668.0,15.75,23.69,2020-08-04,0.5006877579092159
475,현대약품,500,2070,32000,2.7,1247063,65.35,1.19,1349,1455,579,16,0.73,27.62,1349,1455,579,16.0,0.73,27.62,2020-08-04,0.3979381443298969
631,유화증권,1000,1247,56702,3.01,19984,66.67,1.36,207,6209,1624,62,-1.43,12.01,207,6209,1624,62.0,-1.43,12.01,2020-08-04,0.2615558060879369
2497,한일단조,500,580,29891,2.74,1164166,66.9,2.94,1412,2335,1191,57,-7.49,981.5,1412,2335,1191,57.0,-7.49,981.5,2020-08-04,0.5100642398286938
1710,코아시아,500,3269,26255,0.58,2253011,67.66,5.82,4389,3263,1840,205,21.34,365.67,4389,3263,1840,205.0,21.34,365.67,2020-08-04,0.5638982531412811
